Reference,Superstructure type,Intesnity Measure,Number of spans,Joint type,Soil type,Column type,Skewness,Horizontal curve,Abutment stiffness,"Seismic design (SD, NSD)",States,Retrofitted,"Fault (Near Fault, Far Field,Both,reverse,Strike-Slip)",Time Dependent(years),Environmental Condition,Description,Units,Number of Damage States,Slight DS(median),Slight DS(Dispersion),Moderate DS(median),Moderate DS(Dispersion),Extensive DS(median),Extensive DS(dipersion),Complete DS(median),Complete DS(Dispersion)
"Mander (1999),St,3MSSS_MC,NSD_nonCalifornia,Soil=Type_E",Steel,Sa(1.0),Three,Simply Supported,Type_E,Multiple columns,No,No,Both,Nonseismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.065,0.6,0.089447086,0.6,0.112447766,0.6,0.166116017,0.6
"Mander (1999),PC,3MSSS_MC,NSD_nonCalifornia,Soil=Type_E",Prestressed Concrete,Sa(1.0),Three,Simply Supported,Type_E,Multiple columns,No,No,Both,Nonseismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.065,0.6,0.092807765,0.6,0.116672619,0.6,0.172357278,0.6
"Mander (1999),C,3MSSS_MC,NSD_California,Soil=Type_E",Concrete,Sa(1.0),Three,Simply Supported,Type_E,Multiple columns,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.0825,0.6,0.12197592,0.6,0.148492424,0.6,0.220086986,0.6
"Mander (1999),St,3MSSS_MC,NSD_California,Soil=Type_E",Steel,Sa(1.0),Three,Simply Supported,Type_E,Multiple columns,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.0825,0.6,0.12197592,0.6,0.148492424,0.6,0.220086986,0.6
"Mander (1999),PC,3MSSS_MC,NSD_California,Soil=Type_E",Prestressed Concrete,Sa(1.0),Three,Simply Supported,Type_E,Multiple columns,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.0825,0.6,0.12197592,0.6,0.148492424,0.6,0.220086986,0.6
"Mander (1999),C,3MSSS_SC,SD,Soil=Type_E",Concrete,Sa(1.0),Three,Simply Supported,Type_E,Single column,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.135,0.6,0.233345238,0.6,0.323501352,0.6,0.384489312,0.6
"Mander (1999),PC,3MSSS_SC,SD,Soil=Type_E",Prestressed Concrete,Sa(1.0),Three,Simply Supported,Type_E,Single column,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.135,0.6,0.233345238,0.6,0.323501352,0.6,0.384489312,0.6
"Mander (1999),C,3MSC_SC,NSD_Califonia,Soil=Type_E",Concrete,Sa(1.0),Three,Continuous,Type_E,Single column,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.0875,0.6,0.113331924,0.6,0.134918957,0.6,0.199680057,0.6
"Mander (1999),PC,3MSC_SC,NSD_Califonia,Soil=Type_E",Prestressed Concrete,Sa(1.0),Three,Continuous,Type_E,Single column,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.0875,0.6,0.113331924,0.6,0.134918957,0.6,0.199680057,0.6
"Mander (1999),C,3MSC_SC,SD,Soil=Type_E",Concrete,Sa(1.0),Three,Continuous,Type_E,Single column,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.2275,0.6,0.245552502,0.6,0.28332981,0.6,0.372376322,0.6
"Mander (1999),PC,3MSC_SC,SD,Soil=Type_E",Prestressed Concrete,Sa(1.0),Three,Continuous,Type_E,Single column,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.2275,0.6,0.245552502,0.6,0.28332981,0.6,0.372376322,0.6
"Mander (1999),C,3MSC_SC,NSD_nonCalifonia,Soil=Type_E",Concrete,Sa(1.0),Three,Continuous,Type_E,Single column,No,No,Both,Nonseismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.15,0.6,0.213171952,0.6,0.28332981,0.6,0.372376322,0.6
"Mander (1999),PC,3MSC_SC,NSD_nonCalifonia,Soil=Type_E",Prestressed Concrete,Sa(1.0),Three,Continuous,Type_E,Single column,No,No,Both,Nonseismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.15,0.6,0.213171952,0.6,0.28332981,0.6,0.372376322,0.6
"Mander (1999),C,3MSC_SC,NSD_Califonia,Soil=Type_E",Concrete,Sa(1.0),Three,Continuous,Type_E,Single column,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.15,0.6,0.213171952,0.6,0.28332981,0.6,0.372376322,0.6
"Mander (1999),PC,3MSC_SC,NSD_Califonia,Soil=Type_E",Prestressed Concrete,Sa(1.0),Three,Continuous,Type_E,Single column,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.15,0.6,0.213171952,0.6,0.28332981,0.6,0.372376322,0.6
"Mander (1999),C,3MSC_MC,SD,Soil=Type_E",Concrete,Sa(1.0),Three,Continuous,Type_E,Multiple columns,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.2275,0.6,0.245552502,0.6,0.28332981,0.6,0.372376322,0.6
"Mander (1999),PC,3MSC_MC,SD,Soil=Type_E",Prestressed Concrete,Sa(1.0),Three,Continuous,Type_E,Multiple columns,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.2275,0.6,0.245552502,0.6,0.28332981,0.6,0.372376322,0.6
"Mander (1999),C,3MSC_MC,NSD_nonCalifonia,Soil=Type_E",Concrete,Sa(1.0),Three,Continuous,Type_E,Multiple columns,No,No,Both,Nonseismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.15,0.6,0.213171952,0.6,0.28332981,0.6,0.372376322,0.6
"Mander (1999),PC,3MSC_MC,NSD_nonCalifonia,Soil=Type_E",Prestressed Concrete,Sa(1.0),Three,Continuous,Type_E,Multiple columns,No,No,Both,Nonseismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.15,0.6,0.213171952,0.6,0.28332981,0.6,0.372376322,0.6
"Mander (1999),C,3MSC_MC,NSD_Califonia,Soil=Type_E",Concrete,Sa(1.0),Three,Continuous,Type_E,Multiple columns,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.15,0.6,0.213171952,0.6,0.28332981,0.6,0.372376322,0.6
"Mander (1999),PC,3MSC_MC,NSD_Califonia,Soil=Type_E",Prestressed Concrete,Sa(1.0),Three,Continuous,Type_E,Multiple columns,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.15,0.6,0.213171952,0.6,0.28332981,0.6,0.372376322,0.6
"Mander (1999),St,3MSC_SC,SD,Soil=Type_E",Steel,Sa(1.0),Three,Continuous,Type_E,Single column,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.2275,0.6,0.245552502,0.6,0.28332981,0.6,0.372376322,0.6
"Mander (1999),St,3MSC_SC,NSD_nonCalifonia,Soil=Type_E",Steel,Sa(1.0),Three,Continuous,Type_E,Single column,No,No,Both,Nonseismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.19,0.6,0.192360339,0.6,0.192360339,0.6,0.263229938,0.6
"Mander (1999),St,3MSC_SC,NSD_Califonia,Soil=Type_E",Steel,Sa(1.0),Three,Continuous,Type_E,Single column,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.19,0.6,0.205076815,0.6,0.205076815,0.6,0.280631431,0.6
"Mander (1999),St,3MSC_MC,SD,Soil=Type_E",Steel,Sa(1.0),Three,Continuous,Type_E,Multiple columns,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.2275,0.6,0.245552502,0.6,0.28332981,0.6,0.372376322,0.6
"Mander (1999),St,3MSC_MC,NSD_nonCalifonia,Soil=Type_E",Steel,Sa(1.0),Three,Continuous,Type_E,Multiple columns,No,No,Both,Nonseismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.19,0.6,0.192360339,0.6,0.192360339,0.6,0.263229938,0.6
"Mander (1999),St,3MSC_MC,NSD_Califonia,Soil=Type_E",Steel,Sa(1.0),Three,Continuous,Type_E,Multiple columns,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.19,0.6,0.205076815,0.6,0.205076815,0.6,0.280631431,0.6
"Mander (1999),C,4MSSS_MC,SD,Soil=Type_E",Concrete,Sa(1.0),Four,Simply Supported,Type_E,Multiple columns,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.1125,0.6,0.19775827,0.6,0.273218662,0.6,0.398118622,0.6
"Mander (1999),St,4MSSS_MC,SD,Soil=Type_E",Steel,Sa(1.0),Four,Simply Supported,Type_E,Multiple columns,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.1125,0.6,0.19775827,0.6,0.273218662,0.6,0.398118622,0.6
"Mander (1999),PC,4MSSS_MC,SD,Soil=Type_E",Prestressed Concrete,Sa(1.0),Four,Simply Supported,Type_E,Multiple columns,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.1125,0.6,0.19775827,0.6,0.273218662,0.6,0.398118622,0.6
"Mander (1999),C,4MSSS_MC,NSD_nonCalifornia,Soil=Type_E",Concrete,Sa(1.0),Four,Simply Supported,Type_E,Multiple columns,No,No,Both,Nonseismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.065,0.6,0.091072887,0.6,0.11449163,0.6,0.169135362,0.6
"Mander (1999),St,4MSSS_MC,NSD_nonCalifornia,Soil=Type_E",Steel,Sa(1.0),Four,Simply Supported,Type_E,Multiple columns,No,No,Both,Nonseismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.065,0.6,0.088802801,0.6,0.111637807,0.6,0.164919488,0.6
"Mander (1999),PC,4MSSS_MC,NSD_nonCalifornia,Soil=Type_E",Prestressed Concrete,Sa(1.0),Four,Simply Supported,Type_E,Multiple columns,No,No,Both,Nonseismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.065,0.6,0.091072887,0.6,0.11449163,0.6,0.169135362,0.6
"Mander (1999),C,4MSSS_MC,NSD_California,Soil=Type_E",Concrete,Sa(1.0),Four,Simply Supported,Type_E,Multiple columns,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.0825,0.6,0.119695795,0.6,0.14571662,0.6,0.215972847,0.6
"Mander (1999),St,4MSSS_MC,NSD_California,Soil=Type_E",Steel,Sa(1.0),Four,Simply Supported,Type_E,Multiple columns,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.0825,0.6,0.119695795,0.6,0.14571662,0.6,0.215972847,0.6
"Mander (1999),PC,4MSSS_MC,NSD_California,Soil=Type_E",Prestressed Concrete,Sa(1.0),Four,Simply Supported,Type_E,Multiple columns,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.0825,0.6,0.119695795,0.6,0.14571662,0.6,0.215972847,0.6
"Mander (1999),C,4MSSS_SC,SD,Soil=Type_E",Concrete,Sa(1.0),Four,Simply Supported,Type_E,Single column,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.135,0.6,0.22898326,0.6,0.317454065,0.6,0.377301962,0.6
"Mander (1999),PC,4MSSS_SC,SD,Soil=Type_E",Prestressed Concrete,Sa(1.0),Four,Simply Supported,Type_E,Single column,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.135,0.6,0.22898326,0.6,0.317454065,0.6,0.377301962,0.6
"Mander (1999),C,4MSC_SC,NSD_Califonia,Soil=Type_E",Concrete,Sa(1.0),Four,Continuous,Type_E,Single column,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.0875,0.6,0.110624364,0.6,0.131695672,0.6,0.194909594,0.6
"Mander (1999),PC,4MSC_SC,NSD_Califonia,Soil=Type_E",Prestressed Concrete,Sa(1.0),Four,Continuous,Type_E,Single column,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.0875,0.6,0.110624364,0.6,0.131695672,0.6,0.194909594,0.6
"Mander (1999),C,4MSC_SC,SD,Soil=Type_E",Concrete,Sa(1.0),Four,Continuous,Type_E,Single column,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.2275,0.6,0.239686123,0.6,0.276560911,0.6,0.363480054,0.6
"Mander (1999),PC,4MSC_SC,SD,Soil=Type_E",Prestressed Concrete,Sa(1.0),Four,Continuous,Type_E,Single column,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.2275,0.6,0.239686123,0.6,0.276560911,0.6,0.363480054,0.6
"Mander (1999),C,4MSC_SC,NSD_nonCalifonia,Soil=Type_E",Concrete,Sa(1.0),Four,Continuous,Type_E,Single column,No,No,Both,Nonseismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.15,0.6,0.208079162,0.6,0.276560911,0.6,0.363480054,0.6
"Mander (1999),PC,4MSC_SC,NSD_nonCalifonia,Soil=Type_E",Prestressed Concrete,Sa(1.0),Four,Continuous,Type_E,Single column,No,No,Both,Nonseismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.15,0.6,0.208079162,0.6,0.276560911,0.6,0.363480054,0.6
"Mander (1999),C,4MSC_SC,NSD_Califonia,Soil=Type_E",Concrete,Sa(1.0),Four,Continuous,Type_E,Single column,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.15,0.6,0.208079162,0.6,0.276560911,0.6,0.363480054,0.6
"Mander (1999),PC,4MSC_SC,NSD_Califonia,Soil=Type_E",Prestressed Concrete,Sa(1.0),Four,Continuous,Type_E,Single column,No,No,Both,Nonseismically design,California,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.15,0.6,0.208079162,0.6,0.276560911,0.6,0.363480054,0.6
"Mander (1999),C,4MSC_MC,SD,Soil=Type_E",Concrete,Sa(1.0),Four,Continuous,Type_E,Multiple columns,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.2275,0.6,0.239686123,0.6,0.276560911,0.6,0.363480054,0.6
"Mander (1999),PC,4MSC_MC,SD,Soil=Type_E",Prestressed Concrete,Sa(1.0),Four,Continuous,Type_E,Multiple columns,No,No,Both,Seismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.2275,0.6,0.239686123,0.6,0.276560911,0.6,0.363480054,0.6
"Mander (1999),C,4MSC_MC,NSD_nonCalifonia,Soil=Type_E",Concrete,Sa(1.0),Four,Continuous,Type_E,Multiple columns,No,No,Both,Nonseismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.15,0.6,0.208079162,0.6,0.276560911,0.6,0.363480054,0.6
"Mander (1999),PC,4MSC_MC,NSD_nonCalifonia,Soil=Type_E",Prestressed Concrete,Sa(1.0),Four,Continuous,Type_E,Multiple columns,No,No,Both,Nonseismically design,nonCalifornia,No,Both,No,No,"Ref: Mander, J. B. (1999). Fragility curve development for assessing the seismic vulnerability of highway bridges, Technical Report. Buffalo, NY.",g,4,0.15,0.6,0.208079162,0.6,0.276560911,0.6,0.363480054,0.6
